time,attacker,ability,toggle,level,target
00:11:12.290,hero_morphling,morphling_morph_agi,off,2,hero_morphling
00:11:13.157,hero_dazzle,dazzle_poison_touch,cast,2,hero_lone_druid
00:11:14.790,hero_morphling,morphling_morph_agi,on,2,hero_morphling
00:11:14.923,hero_morphling,morphling_morph_agi,off,2,hero_morphling
00:11:15.689,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:11:16.656,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:11:16.989,hero_silencer,silencer_curse_of_the_silent,cast,1,hero_silencer
00:11:24.954,hero_dark_willow,dark_willow_bramble_maze,cast,1,hero_dark_willow
00:11:25.720,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:11:25.820,hero_monkey_king,monkey_king_boundless_strike,cast,2,hero_monkey_king
00:11:26.487,hero_dark_willow,dark_willow_shadow_realm,cast,2,hero_dark_willow
00:11:28.486,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:11:29.553,hero_monkey_king,monkey_king_mischief,cast,1,hero_monkey_king
00:11:30.353,hero_monkey_king,monkey_king_untransform,cast,1,hero_monkey_king
00:11:32.752,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:11:36.084,hero_pudge,pudge_rot,on,2,hero_pudge
00:11:37.418,hero_phoenix,phoenix_fire_spirits,cast,2,hero_phoenix
00:11:37.484,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:11:37.717,hero_phoenix,phoenix_launch_fire_spirit,cast,2,hero_phoenix
00:11:39.117,hero_silencer,silencer_curse_of_the_silent,cast,1,hero_silencer
00:11:39.417,hero_pudge,pudge_meat_hook,cast,1,hero_pudge
00:11:39.650,hero_silencer,silencer_last_word,cast,1,hero_abaddon
00:11:40.250,hero_pudge,pudge_rot,off,2,hero_pudge
00:11:40.583,hero_pudge,pudge_rot,on,2,hero_pudge
00:11:41.217,hero_phoenix,phoenix_launch_fire_spirit,cast,2,hero_phoenix
00:11:41.583,hero_pudge,pudge_rot,off,2,hero_pudge
00:11:43.416,hero_pudge,pudge_rot,on,2,hero_pudge
00:11:43.649,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:11:43.816,hero_dazzle,dazzle_poison_touch,cast,2,lone_druid_bear2
00:11:44.183,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:11:45.282,hero_dazzle,dazzle_shadow_wave,cast,1,creep_goodguys_melee
00:11:45.349,hero_phoenix,phoenix_launch_fire_spirit,cast,2,hero_phoenix
00:11:45.615,hero_pudge,pudge_rot,off,2,hero_pudge
00:11:50.281,hero_phoenix,phoenix_launch_fire_spirit,cast,2,hero_phoenix
00:11:52.647,hero_morphling,morphling_adaptive_strike_agi,cast,1,creep_badguys_melee
00:11:54.880,hero_dark_willow,dark_willow_bramble_maze,cast,1,hero_dark_willow
00:11:56.013,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:11:57.246,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:11:57.879,hero_morphling,morphling_waveform,cast,1,hero_morphling
00:11:58.212,hero_abaddon,abaddon_aphotic_shield,cast,2,hero_abaddon
00:12:07.677,hero_morphling,morphling_adaptive_strike_agi,cast,1,creep_badguys_melee
00:12:13.475,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:12:14.675,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:12:28.438,hero_silencer,silencer_curse_of_the_silent,cast,1,hero_silencer
00:12:32.004,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:12:32.037,hero_pudge,pudge_rot,on,2,hero_pudge
00:12:32.337,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:12:33.404,hero_abaddon,abaddon_aphotic_shield,cast,2,hero_abaddon
00:12:33.704,hero_pudge,pudge_rot,off,2,hero_pudge
00:12:36.636,hero_dazzle,dazzle_shadow_wave,cast,1,hero_dazzle
00:12:38.769,hero_pudge,pudge_meat_hook,cast,1,hero_pudge
00:12:42.602,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:12:43.468,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:12:50.866,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:12:51.666,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:12:53.865,hero_phoenix,phoenix_fire_spirits,cast,3,hero_phoenix
00:12:54.132,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:12:54.732,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:12:54.899,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:12:56.498,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:01.297,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:13:01.430,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:13:04.030,hero_huskar,huskar_life_break,cast,1,hero_monkey_king
00:13:04.829,hero_dazzle,dazzle_shadow_wave,cast,2,hero_silencer
00:13:05.796,hero_dark_willow,dark_willow_bramble_maze,cast,1,hero_dark_willow
00:13:05.896,hero_silencer,silencer_curse_of_the_silent,cast,2,hero_silencer
00:13:06.362,hero_dark_willow,dark_willow_cursed_crown,cast,1,hero_huskar
00:13:07.296,hero_dark_willow,dark_willow_shadow_realm,cast,3,hero_dark_willow
00:13:07.895,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:07.929,hero_huskar,huskar_inner_fire,cast,1,hero_huskar
00:13:08.229,hero_monkey_king,monkey_king_boundless_strike,cast,3,hero_monkey_king
00:13:11.595,hero_pudge,pudge_rot,on,2,hero_pudge
00:13:11.761,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:12.928,hero_pudge,pudge_rot,off,2,hero_pudge
00:13:13.194,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:13:13.727,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:13:15.527,hero_lone_druid,lone_druid_spirit_bear,cast,3,hero_lone_druid
00:13:23.925,hero_dazzle,dazzle_shadow_wave,cast,2,creep_goodguys_melee
00:13:27.224,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:13:27.324,hero_dazzle,dazzle_poison_touch,cast,2,lone_druid_bear3
00:13:28.190,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:13:28.690,hero_pudge,pudge_rot,on,2,hero_pudge
00:13:29.224,hero_pudge,pudge_rot,off,2,hero_pudge
00:13:29.623,hero_phoenix,phoenix_fire_spirits,cast,3,hero_phoenix
00:13:29.790,hero_pudge,pudge_rot,on,2,hero_pudge
00:13:30.123,hero_phoenix,phoenix_icarus_dive,cast,1,hero_phoenix
00:13:30.690,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:31.423,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:13:31.590,hero_phoenix,phoenix_icarus_dive_stop,cast,1,hero_phoenix
00:13:31.890,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:13:31.923,hero_pudge,pudge_rot,off,2,hero_pudge
00:13:32.623,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:34.456,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:13:35.089,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:13:35.722,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:13:35.855,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:36.555,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:13:36.655,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:13:37.188,hero_pudge,pudge_rot,on,2,hero_pudge
00:13:37.688,hero_pudge,pudge_rot,off,2,hero_pudge
00:13:39.888,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:13:40.021,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:13:40.154,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:13:40.487,hero_pudge,pudge_meat_hook,cast,1,hero_pudge
00:13:40.521,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:13:41.087,hero_pudge,pudge_rot,on,2,hero_pudge
00:13:41.554,hero_abaddon,abaddon_aphotic_shield,cast,2,hero_abaddon
00:13:42.287,hero_pudge,pudge_rot,off,2,hero_pudge
00:13:42.920,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:13:44.486,hero_dark_willow,dark_willow_shadow_realm,cast,3,hero_dark_willow
00:13:49.152,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:13:58.183,hero_huskar,huskar_life_break,cast,1,neutral_polar_furbolg_ursa_warrior
00:14:16.979,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:17.112,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:18.012,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:18.212,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:20.378,hero_morphling,morphling_adaptive_strike_agi,cast,1,creep_badguys_ranged
00:14:21.711,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:21.844,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:25.043,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:25.143,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:25.710,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:25.843,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:26.643,hero_phoenix,phoenix_fire_spirits,cast,3,hero_phoenix
00:14:27.643,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:14:30.675,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:30.842,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:30.908,hero_pudge,pudge_meat_hook,cast,1,hero_pudge
00:14:31.408,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:31.575,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:32.408,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:32.575,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:32.975,hero_abaddon,abaddon_aphotic_shield,cast,3,lone_druid_bear3
00:14:33.141,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:14:33.275,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:33.441,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:35.507,hero_huskar,huskar_life_break,cast,1,neutral_satyr_hellcaller
00:14:35.574,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:35.707,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:36.007,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:14:36.840,hero_huskar,huskar_inner_fire,cast,1,hero_huskar
00:14:39.740,hero_phoenix,phoenix_launch_fire_spirit,cast,3,hero_phoenix
00:14:46.405,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:14:46.771,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:14:48.304,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:14:48.837,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:14:56.869,hero_monkey_king,monkey_king_boundless_strike,cast,3,hero_monkey_king
00:15:00.068,hero_morphling,morphling_adaptive_strike_agi,cast,1,creep_badguys_ranged
00:15:00.901,hero_morphling,morphling_morph_agi,on,3,hero_morphling
00:15:01.034,hero_morphling,morphling_morph_agi,off,3,hero_morphling
00:15:06.167,hero_dark_willow,dark_willow_shadow_realm,cast,3,hero_dark_willow
00:15:07.666,hero_phoenix,phoenix_fire_spirits,cast,4,hero_phoenix
00:15:07.899,hero_phoenix,phoenix_launch_fire_spirit,cast,4,hero_phoenix
00:15:08.666,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:15:09.132,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:15:11.199,hero_phoenix,phoenix_launch_fire_spirit,cast,4,hero_phoenix
00:15:12.665,hero_morphling,morphling_morph_str,on,3,hero_morphling
00:15:13.098,hero_morphling,morphling_morph_str,off,3,hero_morphling
00:15:14.265,hero_silencer,silencer_curse_of_the_silent,cast,2,hero_silencer
00:15:14.864,hero_morphling,morphling_morph_str,on,4,hero_morphling
00:15:15.064,hero_morphling,morphling_morph_str,off,4,hero_morphling
