time,target,attacker
00:07:42.242,creep_goodguys_melee,hero_monkey_king
00:07:43.041,creep_goodguys_melee,hero_phoenix
00:07:44.508,creep_badguys_melee,hero_pudge
00:07:45.441,creep_goodguys_melee,hero_monkey_king
00:07:46.207,creep_badguys_melee,hero_dazzle
00:07:48.207,creep_badguys_ranged,creep_goodguys_melee
00:07:49.273,creep_badguys_melee,creep_goodguys_ranged
00:07:50.040,creep_goodguys_ranged,hero_monkey_king
00:07:50.839,creep_goodguys_melee,creep_badguys_ranged
00:07:52.206,creep_goodguys_melee,hero_pudge
00:07:52.772,creep_badguys_melee,creep_goodguys_ranged
00:07:57.571,creep_goodguys_ranged,creep_badguys_ranged
00:07:58.804,creep_badguys_melee,goodguys_tower1_top
00:07:58.871,creep_goodguys_ranged,hero_phoenix
00:08:00.337,creep_badguys_melee,hero_phoenix
00:08:03.703,creep_badguys_melee,hero_pudge
00:08:04.536,creep_badguys_melee,hero_huskar
00:08:05.236,creep_badguys_ranged,hero_morphling
00:08:05.636,creep_goodguys_melee,hero_monkey_king
00:08:06.469,creep_badguys_melee,creep_goodguys_ranged
00:08:09.002,creep_badguys_ranged,hero_pudge
00:08:09.735,creep_badguys_melee,creep_goodguys_melee
00:08:11.501,creep_badguys_melee,goodguys_tower1_mid
00:08:11.801,creep_goodguys_melee,hero_phoenix
00:08:12.301,creep_goodguys_melee,hero_silencer
00:08:12.734,creep_goodguys_melee,creep_badguys_melee
00:08:12.767,creep_goodguys_melee,hero_monkey_king
00:08:14.900,creep_badguys_melee,hero_huskar
00:08:17.666,creep_goodguys_melee,creep_badguys_melee
00:08:17.700,creep_goodguys_melee,hero_huskar
00:08:21.099,creep_badguys_melee,hero_huskar
00:08:21.732,creep_goodguys_ranged,hero_phoenix
00:08:22.998,creep_goodguys_ranged,hero_huskar
00:08:23.332,creep_badguys_melee,hero_dark_willow
00:08:25.564,creep_badguys_melee,hero_morphling
00:08:26.697,creep_goodguys_melee,creep_badguys_ranged
00:08:28.797,creep_goodguys_melee,creep_badguys_ranged
00:08:29.830,creep_badguys_ranged,creep_goodguys_melee
00:08:31.729,creep_badguys_melee,creep_goodguys_melee
00:08:32.996,creep_badguys_ranged,creep_goodguys_melee
00:08:33.996,creep_goodguys_melee,creep_badguys_melee
00:08:34.296,creep_badguys_melee,hero_morphling
00:08:35.462,lone_druid_bear1,lone_druid_bear1
00:08:36.762,creep_goodguys_melee,creep_badguys_ranged
00:08:37.928,creep_badguys_ranged,hero_dark_willow
00:08:38.361,creep_goodguys_ranged,lone_druid_bear2
00:08:41.261,creep_badguys_melee,hero_monkey_king
00:08:41.360,creep_badguys_melee,hero_lone_druid
00:08:42.993,creep_goodguys_melee,hero_phoenix
00:08:46.559,creep_badguys_melee,lone_druid_bear2
00:08:47.159,creep_badguys_melee,creep_goodguys_ranged
00:08:47.392,hero_monkey_king,hero_huskar
00:08:48.325,creep_goodguys_melee,creep_badguys_ranged
00:08:50.358,creep_badguys_melee,hero_huskar
00:08:51.358,creep_goodguys_melee,hero_huskar
00:08:51.391,creep_goodguys_melee,lone_druid_bear2
00:08:52.291,creep_goodguys_melee,creep_badguys_ranged
00:08:52.424,creep_badguys_melee,hero_dark_willow
00:08:52.658,creep_goodguys_melee,creep_badguys_melee
00:08:53.924,creep_badguys_ranged,hero_huskar
00:08:55.257,hero_morphling,hero_dark_willow
00:08:55.990,creep_goodguys_melee,hero_lone_druid
00:08:57.457,creep_goodguys_ranged,hero_pudge
00:08:58.690,creep_goodguys_melee,hero_huskar
00:08:59.556,creep_goodguys_melee,creep_badguys_ranged
00:09:01.356,creep_goodguys_ranged,hero_huskar
00:09:01.422,hero_dazzle,hero_phoenix
00:09:03.322,creep_badguys_melee,creep_goodguys_ranged
00:09:03.455,creep_badguys_melee,hero_pudge
00:09:03.522,creep_badguys_melee,creep_goodguys_melee
00:09:04.921,creep_badguys_melee,creep_goodguys_melee
00:09:06.154,creep_goodguys_melee,hero_dark_willow
00:09:06.521,creep_badguys_melee,creep_goodguys_melee
00:09:08.121,creep_badguys_melee,hero_pudge
00:09:09.587,creep_goodguys_melee,hero_pudge
00:09:09.920,creep_goodguys_melee,hero_huskar
00:09:10.387,creep_goodguys_ranged,creep_badguys_ranged
00:09:11.087,creep_badguys_ranged,hero_pudge
00:09:11.786,neutral_forest_troll_high_priest,hero_abaddon
00:09:12.653,creep_goodguys_ranged,creep_badguys_ranged
00:09:13.686,creep_badguys_ranged,hero_pudge
00:09:15.352,creep_badguys_melee,hero_huskar
00:09:17.452,creep_badguys_ranged,hero_dark_willow
00:09:17.885,neutral_forest_troll_berserker,creep_badguys_ranged
00:09:18.685,creep_goodguys_melee,hero_monkey_king
00:09:19.385,creep_goodguys_melee,hero_morphling
00:09:21.217,creep_badguys_melee,hero_morphling
00:09:22.584,neutral_forest_troll_berserker,creep_badguys_melee
00:09:22.617,creep_badguys_melee,neutral_forest_troll_berserker
00:09:24.150,creep_badguys_melee,creep_goodguys_melee
00:09:25.216,neutral_polar_furbolg_champion,hero_silencer
00:09:28.649,creep_badguys_ranged,hero_huskar
00:09:29.115,creep_badguys_melee,hero_morphling
00:09:30.182,creep_badguys_melee,lone_druid_bear2
00:09:30.282,creep_goodguys_melee,hero_phoenix
00:09:30.315,creep_goodguys_melee,hero_monkey_king
00:09:30.682,creep_goodguys_ranged,hero_huskar
00:09:33.848,creep_badguys_melee,creep_goodguys_ranged
00:09:36.280,creep_badguys_ranged,hero_phoenix
00:09:38.713,creep_badguys_ranged,creep_goodguys_melee
00:09:38.846,creep_goodguys_melee,lone_druid_bear2
00:09:38.880,creep_badguys_melee,creep_goodguys_melee
00:09:39.213,creep_goodguys_melee,creep_badguys_ranged
00:09:39.246,creep_goodguys_melee,creep_badguys_ranged
00:09:42.746,creep_goodguys_ranged,hero_morphling
00:09:44.445,creep_goodguys_melee,hero_lone_druid
00:09:46.311,creep_goodguys_ranged,creep_badguys_melee
00:09:50.644,creep_goodguys_melee,hero_morphling
00:09:51.210,creep_goodguys_melee,hero_huskar
00:09:51.543,creep_badguys_melee,hero_morphling
00:09:52.643,creep_goodguys_melee,creep_badguys_ranged
00:09:52.743,creep_goodguys_melee,hero_monkey_king
00:09:54.543,creep_goodguys_ranged,hero_abaddon
00:09:54.976,creep_badguys_ranged,hero_huskar
00:09:56.775,creep_goodguys_melee,hero_morphling
00:09:57.642,creep_goodguys_melee,hero_lone_druid
00:09:58.308,creep_badguys_melee,hero_huskar
00:09:58.808,creep_badguys_melee,creep_goodguys_melee
00:10:00.475,creep_goodguys_melee,creep_badguys_melee
00:10:00.774,creep_badguys_melee,hero_morphling
00:10:01.241,creep_badguys_melee,hero_huskar
00:10:03.807,creep_badguys_melee,hero_morphling
00:10:05.407,neutral_alpha_wolf,hero_monkey_king
00:10:05.673,creep_goodguys_melee,hero_morphling
00:10:06.506,creep_badguys_melee,hero_huskar
00:10:06.940,creep_badguys_melee,hero_pudge
00:10:07.439,creep_goodguys_ranged,hero_huskar
00:10:08.406,creep_badguys_melee,hero_pudge
00:10:08.939,creep_badguys_ranged,hero_morphling
00:10:11.605,creep_goodguys_melee,hero_huskar
00:10:14.271,creep_goodguys_melee,hero_lone_druid
00:10:14.871,creep_badguys_melee,hero_huskar
00:10:15.071,creep_goodguys_ranged,hero_morphling
00:10:15.238,creep_badguys_melee,hero_pudge
00:10:18.503,creep_badguys_melee,hero_huskar
00:10:21.603,observer_wards,observer_wards
00:10:22.436,creep_goodguys_melee,creep_badguys_melee
00:10:23.169,creep_goodguys_melee,hero_phoenix
00:10:23.536,creep_goodguys_melee,creep_badguys_ranged
00:10:23.735,creep_goodguys_melee,hero_morphling
00:10:24.102,creep_goodguys_melee,creep_badguys_melee
00:10:27.668,creep_badguys_ranged,hero_huskar
00:10:27.701,creep_goodguys_ranged,lone_druid_bear2
00:10:27.768,creep_badguys_melee,hero_morphling
00:10:29.467,creep_badguys_melee,hero_morphling
00:10:30.467,creep_goodguys_melee,hero_morphling
00:10:31.334,creep_badguys_melee,hero_morphling
00:10:32.600,creep_goodguys_ranged,creep_badguys_melee
00:10:33.266,creep_badguys_melee,hero_pudge
00:10:36.066,creep_badguys_melee,hero_pudge
00:10:37.599,creep_goodguys_melee,creep_badguys_ranged
00:10:37.899,creep_badguys_melee,creep_goodguys_melee
00:10:37.999,neutral_fel_beast,hero_abaddon
00:10:38.432,creep_badguys_ranged,creep_goodguys_ranged
00:10:38.832,creep_goodguys_melee,badguys_siege
00:10:39.632,neutral_centaur_outrunner,hero_lone_druid
00:10:40.198,observer_wards,observer_wards
00:10:40.665,creep_goodguys_melee,creep_badguys_ranged
00:10:40.865,creep_badguys_melee,hero_huskar
00:10:40.965,creep_badguys_ranged,hero_pudge
00:10:42.698,creep_badguys_ranged,hero_pudge
00:10:42.731,creep_goodguys_melee,hero_huskar
00:10:42.831,hero_dazzle,hero_monkey_king
00:10:43.564,creep_goodguys_ranged,creep_badguys_ranged
00:10:44.430,neutral_centaur_outrunner,lone_druid_bear2
00:10:45.797,creep_badguys_melee,neutral_ghost
00:10:47.196,hero_monkey_king,goodguys_tower1_bot
00:10:48.263,creep_badguys_melee,goodguys_tower1_bot
00:10:49.063,creep_badguys_melee,hero_huskar
00:10:50.096,creep_goodguys_melee,hero_huskar
00:10:50.562,creep_badguys_ranged,neutral_ghost
00:10:52.129,creep_badguys_melee,hero_morphling
00:10:52.995,creep_badguys_melee,hero_huskar
00:10:54.928,creep_badguys_melee,creep_goodguys_melee
00:10:55.095,observer_wards,observer_wards
00:10:55.161,creep_badguys_melee,hero_morphling
00:10:56.727,neutral_satyr_trickster,hero_silencer
00:10:58.060,creep_badguys_ranged,creep_goodguys_melee
00:10:58.094,creep_badguys_ranged,hero_huskar
00:11:00.027,creep_goodguys_melee,hero_dark_willow
00:11:00.660,hero_pudge,hero_lone_druid
00:11:00.793,creep_goodguys_ranged,badguys_siege
00:11:02.926,creep_badguys_melee,creep_goodguys_melee
00:11:06.025,creep_badguys_melee,creep_goodguys_melee
00:11:06.825,creep_goodguys_melee,hero_dark_willow
00:11:10.224,creep_goodguys_melee,hero_huskar
00:11:12.690,creep_goodguys_melee,creep_badguys_melee
00:11:13.690,creep_badguys_melee,hero_huskar
00:11:14.157,badguys_siege,hero_morphling
00:11:14.990,creep_goodguys_melee,hero_lone_druid
00:11:15.190,creep_badguys_melee,hero_dark_willow
00:11:16.023,creep_goodguys_melee,lone_druid_bear2
00:11:16.223,creep_goodguys_ranged,hero_dark_willow
00:11:18.622,creep_badguys_melee,hero_huskar
00:11:19.855,creep_badguys_melee,hero_dazzle
00:11:19.855,creep_goodguys_melee,hero_huskar
00:11:21.288,creep_badguys_ranged,hero_huskar
00:11:21.788,creep_badguys_melee,creep_goodguys_ranged
00:11:23.321,creep_goodguys_melee,hero_dazzle
00:11:24.754,creep_badguys_melee,hero_dazzle
00:11:25.387,creep_goodguys_melee,hero_lone_druid
00:11:28.753,creep_goodguys_melee,hero_huskar
00:11:28.753,creep_badguys_melee,creep_goodguys_melee
00:11:29.953,creep_goodguys_melee,creep_badguys_ranged
00:11:31.352,creep_badguys_melee,creep_goodguys_melee
00:11:31.852,creep_badguys_ranged,hero_lone_druid
00:11:32.319,creep_goodguys_melee,creep_badguys_ranged
00:11:33.785,creep_goodguys_ranged,hero_monkey_king
00:11:33.785,creep_goodguys_ranged,creep_badguys_melee
00:11:37.684,creep_goodguys_melee,hero_monkey_king
00:11:38.817,creep_badguys_ranged,creep_goodguys_melee
00:11:39.384,badguys_siege,goodguys_siege
00:11:40.517,creep_badguys_melee,hero_huskar
00:11:41.050,creep_goodguys_melee,creep_badguys_ranged
00:11:41.050,creep_goodguys_melee,hero_monkey_king
00:11:42.350,creep_badguys_melee,hero_huskar
00:11:46.949,creep_badguys_melee,hero_pudge
00:11:47.248,creep_badguys_melee,creep_goodguys_ranged
00:11:48.448,creep_badguys_ranged,hero_huskar
00:11:48.948,creep_badguys_melee,hero_pudge
00:11:49.748,creep_badguys_melee,hero_huskar
00:11:51.181,creep_goodguys_melee,hero_huskar
00:11:52.081,creep_badguys_ranged,hero_pudge
00:11:52.480,creep_goodguys_melee,hero_monkey_king
00:11:53.114,creep_badguys_melee,hero_morphling
00:11:53.614,creep_goodguys_melee,hero_huskar
00:11:56.713,creep_goodguys_melee,hero_lone_druid
00:11:57.679,badguys_siege,goodguys_siege
00:12:00.179,creep_goodguys_ranged,hero_huskar
00:12:00.412,creep_goodguys_ranged,badguys_tower1_top
00:12:01.112,creep_badguys_melee,creep_goodguys_melee
00:12:02.078,creep_goodguys_ranged,hero_monkey_king
00:12:02.811,creep_goodguys_ranged,badguys_tower1_top
00:12:05.244,creep_badguys_ranged,hero_huskar
00:12:06.144,creep_badguys_melee,hero_huskar
00:12:06.410,creep_goodguys_ranged,badguys_tower1_top
00:12:07.677,creep_badguys_melee,creep_goodguys_melee
00:12:08.277,creep_badguys_melee,hero_huskar
00:12:08.910,creep_goodguys_melee,hero_dark_willow
00:12:09.010,creep_goodguys_melee,creep_badguys_melee
00:12:09.276,creep_goodguys_melee,lone_druid_bear2
00:12:10.876,creep_badguys_melee,hero_huskar
00:12:11.076,lone_druid_bear2,lone_druid_bear2
00:12:12.842,creep_goodguys_melee,hero_monkey_king
00:12:14.275,goodguys_siege,badguys_tower1_top
00:12:16.608,creep_goodguys_melee,hero_phoenix
00:12:17.174,creep_goodguys_melee,neutral_polar_furbolg_ursa_warrior
00:12:18.974,creep_goodguys_melee,neutral_polar_furbolg_ursa_warrior
00:12:21.074,creep_goodguys_melee,hero_dazzle
00:12:21.140,neutral_kobold_taskmaster,hero_morphling
00:12:21.507,goodguys_siege,hero_monkey_king
00:12:22.673,creep_badguys_ranged,hero_monkey_king
00:12:23.340,creep_goodguys_melee,hero_phoenix
00:12:23.440,neutral_kobold,hero_morphling
00:12:25.706,creep_goodguys_ranged,neutral_polar_furbolg_ursa_warrior
00:12:25.906,neutral_ogre_mauler,hero_huskar
00:12:26.839,creep_badguys_melee,hero_monkey_king
00:12:26.905,neutral_kobold,hero_morphling
00:12:26.972,neutral_ogre_magi,hero_huskar
00:12:27.405,goodguys_siege,badguys_tower1_mid
00:12:28.238,creep_goodguys_melee,hero_phoenix
00:12:28.638,creep_badguys_melee,creep_goodguys_melee
00:12:28.705,neutral_ogre_mauler,hero_huskar
00:12:29.138,creep_goodguys_melee,hero_monkey_king
00:12:30.071,neutral_kobold_tunneler,hero_morphling
00:12:30.804,neutral_polar_furbolg_ursa_warrior,hero_lone_druid
00:12:31.071,creep_badguys_melee,goodguys_tower1_top
00:12:31.338,creep_badguys_melee,hero_monkey_king
00:12:31.471,creep_goodguys_ranged,hero_phoenix
00:12:32.404,neutral_kobold,hero_morphling
00:12:32.404,creep_goodguys_melee,hero_monkey_king
00:12:34.504,creep_badguys_ranged,goodguys_tower1_top
00:12:36.636,creep_badguys_melee,hero_dazzle
00:12:37.969,creep_badguys_melee,hero_dazzle
00:12:38.069,creep_goodguys_melee,hero_phoenix
00:12:38.203,creep_badguys_ranged,hero_monkey_king
00:12:40.369,creep_goodguys_melee,hero_monkey_king
00:12:41.102,neutral_satyr_soulstealer,hero_huskar
00:12:41.668,neutral_satyr_trickster,hero_huskar
00:12:41.768,neutral_satyr_soulstealer,hero_huskar
00:12:42.168,creep_goodguys_melee,badguys_tower1_mid
00:12:42.635,neutral_satyr_trickster,hero_huskar
00:12:43.968,creep_goodguys_ranged,hero_monkey_king
00:12:44.334,creep_goodguys_melee,creep_badguys_ranged
00:12:46.134,creep_badguys_melee,hero_phoenix
00:12:46.601,neutral_polar_furbolg_champion,lone_druid_bear3
00:12:47.034,creep_goodguys_ranged,creep_badguys_melee
00:12:48.633,creep_goodguys_melee,hero_monkey_king
00:12:50.800,creep_badguys_melee,hero_monkey_king
00:12:51.033,creep_badguys_melee,hero_huskar
00:12:51.666,creep_badguys_melee,creep_goodguys_melee
00:12:52.899,creep_goodguys_melee,hero_lone_druid
00:12:55.332,creep_badguys_melee,creep_goodguys_melee
00:12:55.432,creep_badguys_ranged,hero_huskar
00:12:56.498,creep_goodguys_melee,hero_lone_druid
00:12:56.598,creep_badguys_melee,hero_huskar
00:12:58.198,creep_goodguys_melee,hero_monkey_king
00:13:00.597,creep_goodguys_melee,hero_monkey_king
00:13:01.464,creep_badguys_melee,creep_goodguys_ranged
00:13:01.830,creep_goodguys_melee,hero_pudge
00:13:04.396,creep_badguys_melee,hero_pudge
00:13:07.595,creep_goodguys_ranged,creep_badguys_ranged
00:13:08.729,creep_badguys_melee,hero_morphling
00:13:09.828,hero_monkey_king,hero_huskar
00:13:10.361,hero_huskar,hero_dark_willow
00:13:11.295,creep_badguys_ranged,hero_pudge
00:13:12.328,creep_badguys_melee,creep_goodguys_melee
00:13:12.728,creep_goodguys_ranged,hero_pudge
00:13:12.761,creep_goodguys_ranged,creep_badguys_melee
00:13:17.226,creep_goodguys_melee,creep_badguys_ranged
00:13:17.893,creep_goodguys_melee,creep_badguys_ranged
00:13:17.993,creep_badguys_melee,hero_morphling
00:13:19.593,creep_badguys_melee,creep_goodguys_melee
00:13:22.325,creep_badguys_ranged,hero_phoenix
00:13:22.758,creep_goodguys_melee,creep_badguys_ranged
00:13:23.858,creep_badguys_melee,hero_morphling
00:13:23.925,creep_badguys_melee,hero_dazzle
00:13:26.924,creep_goodguys_melee,hero_lone_druid
00:13:28.857,creep_goodguys_melee,creep_badguys_ranged
00:13:29.623,creep_goodguys_ranged,hero_lone_druid
00:13:30.323,creep_goodguys_melee,badguys_tower1_mid
00:13:30.457,creep_badguys_melee,hero_pudge
00:13:31.656,creep_badguys_melee,hero_dazzle
00:13:32.156,creep_goodguys_melee,creep_badguys_melee
00:13:32.289,creep_badguys_melee,creep_goodguys_ranged
00:13:33.156,creep_goodguys_ranged,creep_badguys_melee
00:13:37.322,creep_badguys_melee,goodguys_tower1_bot
00:13:40.854,creep_badguys_ranged,goodguys_tower1_bot
00:13:41.087,creep_goodguys_melee,hero_phoenix
00:13:42.387,creep_badguys_ranged,goodguys_tower1_bot
00:13:42.587,creep_goodguys_melee,creep_badguys_ranged
00:13:46.153,creep_badguys_melee,creep_goodguys_melee
00:13:46.286,creep_goodguys_ranged,lone_druid_bear3
00:13:47.852,creep_goodguys_melee,hero_phoenix
00:13:48.052,creep_goodguys_melee,creep_badguys_melee
00:13:49.019,creep_badguys_ranged,lone_druid_bear3
00:13:49.185,creep_goodguys_melee,hero_phoenix
00:13:49.918,creep_badguys_melee,creep_goodguys_ranged
00:13:50.085,creep_badguys_melee,goodguys_tower1_bot
00:13:52.618,creep_goodguys_ranged,hero_phoenix
00:13:53.651,creep_badguys_melee,creep_goodguys_melee
00:13:54.417,creep_goodguys_melee,creep_badguys_ranged
00:13:56.250,creep_goodguys_melee,hero_lone_druid
00:13:58.316,creep_badguys_melee,hero_morphling
00:13:58.683,creep_badguys_ranged,creep_goodguys_ranged
00:14:00.483,creep_badguys_melee,hero_morphling
00:14:01.382,creep_goodguys_melee,hero_lone_druid
00:14:02.749,creep_badguys_ranged,hero_morphling
00:14:03.215,creep_goodguys_melee,lone_druid_bear3
00:14:07.148,creep_badguys_melee,hero_morphling
00:14:08.114,neutral_ghost,hero_abaddon
00:14:08.747,creep_goodguys_melee,creep_badguys_melee
00:14:10.480,neutral_fel_beast,hero_abaddon
00:14:10.980,creep_badguys_melee,hero_morphling
00:14:11.680,creep_goodguys_melee,hero_lone_druid
00:14:13.913,creep_goodguys_melee,creep_badguys_melee
00:14:14.213,creep_goodguys_melee,hero_monkey_king
00:14:16.179,creep_goodguys_ranged,lone_druid_bear3
00:14:16.212,creep_badguys_melee,creep_goodguys_ranged
00:14:16.545,creep_badguys_melee,hero_monkey_king
00:14:18.212,creep_badguys_melee,lone_druid_bear3
00:14:18.811,creep_goodguys_ranged,creep_badguys_ranged
00:14:19.178,creep_goodguys_melee,hero_monkey_king
00:14:20.878,creep_badguys_ranged,hero_morphling
00:14:23.277,creep_badguys_melee,creep_goodguys_ranged
00:14:24.910,neutral_ogre_mauler,hero_huskar
00:14:25.077,neutral_ogre_magi,hero_huskar
00:14:27.009,neutral_ogre_mauler,hero_huskar
00:14:27.076,creep_goodguys_melee,hero_monkey_king
00:14:27.843,creep_goodguys_melee,creep_badguys_ranged
00:14:28.442,creep_goodguys_melee,creep_badguys_melee
00:14:29.076,creep_goodguys_melee,creep_badguys_ranged
00:14:30.442,creep_badguys_melee,creep_goodguys_ranged
00:14:31.242,creep_goodguys_ranged,hero_monkey_king
00:14:31.642,hero_pudge,hero_lone_druid
00:14:32.741,neutral_polar_furbolg_ursa_warrior,hero_morphling
00:14:34.141,creep_badguys_melee,goodguys_tower1_top
00:14:34.141,neutral_polar_furbolg_ursa_warrior,hero_huskar
00:14:35.807,creep_badguys_ranged,creep_goodguys_melee
00:14:36.174,creep_goodguys_melee,hero_monkey_king
00:14:38.173,neutral_polar_furbolg_champion,hero_morphling
00:14:39.040,creep_goodguys_melee,creep_badguys_ranged
00:14:39.673,neutral_satyr_hellcaller,hero_huskar
00:14:40.173,creep_badguys_melee,goodguys_tower1_top
00:14:40.873,creep_goodguys_melee,hero_monkey_king
00:14:41.039,creep_goodguys_melee,hero_phoenix
00:14:42.106,creep_goodguys_ranged,hero_phoenix
00:14:42.939,creep_goodguys_melee,hero_phoenix
00:14:44.105,neutral_satyr_soulstealer,hero_huskar
00:14:44.672,neutral_polar_furbolg_champion,hero_huskar
00:14:45.105,creep_goodguys_melee,creep_badguys_melee
00:14:45.238,creep_badguys_melee,hero_dazzle
00:14:45.305,creep_goodguys_melee,hero_phoenix
00:14:46.005,neutral_satyr_trickster,hero_huskar
00:14:46.171,creep_badguys_melee,goodguys_tower1_top
00:14:46.205,creep_badguys_melee,hero_monkey_king
00:14:48.104,creep_goodguys_melee,hero_monkey_king
00:14:49.204,creep_badguys_melee,goodguys_tower1_top
00:14:50.337,creep_goodguys_ranged,creep_badguys_ranged
00:14:51.470,creep_badguys_melee,creep_goodguys_melee
00:14:53.203,creep_badguys_melee,goodguys_tower1_top
00:14:54.336,creep_badguys_melee,hero_dazzle
