time,target,value
00:06:58.452,hero_huskar,126
00:06:58.452,hero_huskar,64
00:06:59.719,hero_lone_druid,55
00:07:00.052,hero_pudge,10
00:07:02.518,hero_morphling,50
00:07:16.181,hero_lone_druid,54
00:07:16.681,hero_phoenix,54
00:07:18.147,hero_monkey_king,33
00:07:19.380,hero_monkey_king,38
00:07:22.046,hero_monkey_king,33
00:07:24.579,hero_monkey_king,53
00:07:25.079,hero_dazzle,35
00:07:26.412,hero_monkey_king,37
00:07:26.779,hero_abaddon,10
00:07:27.012,hero_morphling,32
00:07:29.078,hero_monkey_king,57
00:07:30.678,hero_silencer,36
00:07:32.844,hero_dark_willow,10
00:07:36.710,hero_abaddon,7
00:07:39.942,hero_pudge,6
00:07:40.242,hero_monkey_king,35
00:07:40.342,hero_phoenix,35
00:07:40.542,hero_abaddon,7
00:07:42.242,hero_monkey_king,35
00:07:43.041,hero_phoenix,38
00:07:44.508,hero_pudge,36
00:07:45.441,hero_monkey_king,36
00:07:46.207,hero_dazzle,37
00:07:50.040,hero_monkey_king,54
00:07:52.206,hero_pudge,7
00:07:58.871,hero_phoenix,49
00:08:00.337,hero_phoenix,7
00:08:03.703,hero_pudge,37
00:08:04.536,hero_huskar,37
00:08:05.236,hero_morphling,55
00:08:05.636,hero_monkey_king,33
00:08:09.002,hero_pudge,52
00:08:11.801,hero_phoenix,33
00:08:12.301,hero_silencer,6
00:08:12.767,hero_monkey_king,33
00:08:14.900,hero_huskar,35
00:08:17.700,hero_huskar,7
00:08:21.099,hero_huskar,35
00:08:21.732,hero_phoenix,48
00:08:22.998,hero_huskar,11
00:08:23.332,hero_dark_willow,6
00:08:25.564,hero_morphling,36
00:08:34.296,hero_morphling,35
00:08:37.928,hero_dark_willow,10
00:08:38.361,hero_lone_druid,51
00:08:41.261,hero_monkey_king,6
00:08:41.360,hero_lone_druid,7
00:08:42.993,hero_phoenix,38
00:08:46.559,hero_lone_druid,7
00:08:47.392,hero_monkey_king,-41
00:08:47.392,hero_huskar,142
00:08:47.392,hero_huskar,69
00:08:50.358,hero_huskar,33
00:08:51.358,hero_huskar,6
00:08:51.391,hero_lone_druid,33
00:08:52.424,hero_dark_willow,7
00:08:53.924,hero_huskar,53
00:08:55.257,hero_morphling,-25
00:08:55.257,hero_dark_willow,126
00:08:55.257,hero_dark_willow,101
00:08:55.257,hero_phoenix,63
00:08:55.990,hero_lone_druid,36
00:08:57.457,hero_pudge,11
00:08:58.690,hero_huskar,7
00:09:01.356,hero_huskar,9
00:09:01.422,hero_dazzle,-23
00:09:01.422,hero_phoenix,126
00:09:01.422,hero_dark_willow,84
00:09:01.422,hero_phoenix,52
00:09:03.455,hero_pudge,37
00:09:06.154,hero_dark_willow,36
00:09:08.121,hero_pudge,34
00:09:09.587,hero_pudge,6
00:09:09.920,hero_huskar,7
00:09:11.087,hero_pudge,58
00:09:11.786,hero_abaddon,20
00:09:13.686,hero_pudge,56
00:09:15.352,hero_huskar,33
00:09:17.452,hero_dark_willow,11
00:09:18.685,hero_monkey_king,37
00:09:19.385,hero_morphling,6
00:09:21.217,hero_morphling,32
00:09:25.216,hero_silencer,44
00:09:28.649,hero_huskar,48
00:09:29.115,hero_morphling,32
00:09:30.182,hero_lone_druid,7
00:09:30.282,hero_phoenix,36
00:09:30.315,hero_monkey_king,35
00:09:30.682,hero_huskar,11
00:09:36.280,hero_phoenix,10
00:09:38.846,hero_lone_druid,33
00:09:42.746,hero_morphling,11
00:09:44.445,hero_lone_druid,38
00:09:50.644,hero_morphling,7
00:09:51.210,hero_huskar,7
00:09:51.543,hero_morphling,38
00:09:52.743,hero_monkey_king,35
00:09:54.543,hero_abaddon,48
00:09:54.976,hero_huskar,55
00:09:56.775,hero_morphling,7
00:09:57.642,hero_lone_druid,36
00:09:58.308,hero_huskar,32
00:10:00.774,hero_morphling,36
00:10:01.241,hero_huskar,34
00:10:03.807,hero_morphling,33
00:10:05.407,hero_monkey_king,31
00:10:05.673,hero_morphling,6
00:10:06.506,hero_huskar,36
00:10:06.940,hero_pudge,37
00:10:07.439,hero_huskar,9
00:10:08.406,hero_pudge,34
00:10:08.939,hero_morphling,55
00:10:11.605,hero_huskar,6
00:10:14.271,hero_lone_druid,35
00:10:14.871,hero_huskar,35
00:10:15.071,hero_morphling,10
00:10:15.238,hero_pudge,32
00:10:18.503,hero_huskar,37
00:10:19.203,hero_abaddon,50
00:10:19.203,hero_lone_druid,50
00:10:19.203,hero_phoenix,50
00:10:19.203,hero_dark_willow,50
00:10:19.203,hero_monkey_king,50
00:10:19.403,hero_morphling,50
00:10:19.403,hero_huskar,50
00:10:19.403,hero_dazzle,50
00:10:19.403,hero_pudge,50
00:10:19.403,hero_silencer,50
00:10:23.169,hero_phoenix,37
00:10:23.735,hero_morphling,6
00:10:23.769,hero_lone_druid,50
00:10:23.769,hero_phoenix,50
00:10:23.769,hero_abaddon,50
00:10:23.769,hero_monkey_king,50
00:10:23.769,hero_dark_willow,50
00:10:27.668,hero_huskar,51
00:10:27.701,hero_lone_druid,55
00:10:27.768,hero_morphling,38
00:10:29.334,hero_silencer,50
00:10:29.334,hero_morphling,50
00:10:29.334,hero_dazzle,50
00:10:29.334,hero_pudge,50
00:10:29.334,hero_huskar,50
00:10:29.467,hero_morphling,36
00:10:30.467,hero_morphling,7
00:10:31.334,hero_morphling,33
00:10:33.266,hero_pudge,35
00:10:36.066,hero_pudge,38
00:10:37.999,hero_abaddon,18
00:10:39.632,hero_lone_druid,18
00:10:40.865,hero_huskar,37
00:10:40.965,hero_pudge,49
00:10:42.698,hero_pudge,57
00:10:42.731,hero_huskar,6
00:10:42.831,hero_dazzle,-28
00:10:42.831,hero_monkey_king,134
00:10:42.831,hero_dark_willow,88
00:10:42.831,hero_monkey_king,22
00:10:44.430,hero_lone_druid,16
00:10:47.196,hero_monkey_king,-52
00:10:47.196,hero_morphling,150
00:10:47.196,hero_morphling,124
00:10:49.063,hero_huskar,32
00:10:50.096,hero_huskar,6
00:10:52.129,hero_morphling,35
00:10:52.995,hero_huskar,33
00:10:55.161,hero_morphling,38
00:10:56.727,hero_silencer,13
00:10:58.094,hero_huskar,56
00:11:00.027,hero_dark_willow,38
00:11:00.660,hero_pudge,-45
00:11:00.660,hero_lone_druid,142
00:11:00.660,hero_abaddon,69
00:11:00.660,hero_lone_druid,48
00:11:06.825,hero_dark_willow,33
00:11:10.224,hero_huskar,7
00:11:13.690,hero_huskar,35
00:11:14.157,hero_morphling,71
00:11:14.990,hero_lone_druid,33
00:11:15.190,hero_dark_willow,7
00:11:16.023,hero_lone_druid,35
00:11:16.223,hero_dark_willow,48
00:11:18.622,hero_huskar,35
00:11:19.855,hero_dazzle,36
00:11:19.855,hero_huskar,7
00:11:21.288,hero_huskar,58
00:11:23.321,hero_dazzle,7
00:11:24.754,hero_dazzle,37
00:11:25.387,hero_lone_druid,35
00:11:28.753,hero_huskar,6
00:11:31.852,hero_lone_druid,10
00:11:33.785,hero_monkey_king,55
00:11:37.684,hero_monkey_king,38
00:11:40.517,hero_huskar,33
00:11:41.050,hero_monkey_king,37
00:11:42.350,hero_huskar,38
00:11:46.949,hero_pudge,35
00:11:48.448,hero_huskar,56
00:11:48.948,hero_pudge,32
00:11:49.748,hero_huskar,34
00:11:51.181,hero_huskar,7
00:11:52.081,hero_pudge,53
00:11:52.480,hero_monkey_king,36
00:11:53.114,hero_morphling,36
00:11:53.614,hero_huskar,6
00:11:56.713,hero_lone_druid,33
00:12:00.179,hero_huskar,11
00:12:02.078,hero_monkey_king,50
00:12:05.244,hero_huskar,51
00:12:06.144,hero_huskar,34
00:12:08.277,hero_huskar,37
00:12:08.910,hero_dark_willow,33
00:12:09.276,hero_lone_druid,33
00:12:10.876,hero_huskar,34
00:12:12.842,hero_monkey_king,33
00:12:16.608,hero_phoenix,34
00:12:21.074,hero_dazzle,7
00:12:21.140,hero_morphling,22
00:12:21.507,hero_monkey_king,71
00:12:22.673,hero_monkey_king,10
00:12:23.340,hero_phoenix,37
00:12:23.440,hero_morphling,6
00:12:25.906,hero_huskar,25
00:12:26.839,hero_monkey_king,7
00:12:26.905,hero_morphling,8
00:12:26.972,hero_huskar,36
00:12:28.238,hero_phoenix,37
00:12:28.705,hero_huskar,32
00:12:29.138,hero_monkey_king,35
00:12:30.071,hero_morphling,17
00:12:30.804,hero_lone_druid,67
00:12:31.338,hero_monkey_king,6
00:12:31.471,hero_phoenix,50
00:12:32.404,hero_morphling,8
00:12:32.404,hero_monkey_king,35
00:12:36.636,hero_dazzle,38
00:12:37.969,hero_dazzle,34
00:12:38.069,hero_phoenix,38
00:12:38.203,hero_monkey_king,10
00:12:40.369,hero_monkey_king,34
00:12:41.102,hero_huskar,23
00:12:41.668,hero_huskar,13
00:12:41.768,hero_huskar,22
00:12:42.635,hero_huskar,14
00:12:43.968,hero_monkey_king,56
00:12:46.134,hero_phoenix,7
00:12:46.601,hero_lone_druid,42
00:12:48.633,hero_monkey_king,38
00:12:50.800,hero_monkey_king,6
00:12:51.033,hero_huskar,35
00:12:52.899,hero_lone_druid,35
00:12:55.432,hero_huskar,54
00:12:56.498,hero_lone_druid,34
00:12:56.598,hero_huskar,35
00:12:58.098,hero_dark_willow,75
00:12:58.198,hero_monkey_king,34
00:13:00.597,hero_monkey_king,32
00:13:01.830,hero_pudge,6
00:13:04.396,hero_pudge,35
00:13:08.729,hero_morphling,38
00:13:09.828,hero_monkey_king,-70
00:13:09.828,hero_huskar,158
00:13:09.828,hero_huskar,73
00:13:10.361,hero_huskar,-91
00:13:10.361,hero_dark_willow,234
00:13:10.361,hero_dark_willow,82
00:13:10.361,hero_phoenix,63
00:13:10.361,hero_monkey_king,25
00:13:11.295,hero_pudge,51
00:13:12.728,hero_pudge,11
00:13:17.993,hero_morphling,34
00:13:22.325,hero_phoenix,11
00:13:23.858,hero_morphling,36
00:13:23.925,hero_dazzle,32
00:13:26.924,hero_lone_druid,38
00:13:29.623,hero_lone_druid,52
00:13:30.457,hero_pudge,33
00:13:31.656,hero_dazzle,35
00:13:41.087,hero_phoenix,35
00:13:46.286,hero_lone_druid,58
00:13:47.852,hero_phoenix,35
00:13:49.019,hero_lone_druid,11
00:13:49.185,hero_phoenix,33
00:13:52.618,hero_phoenix,54
00:13:56.250,hero_lone_druid,37
00:13:58.316,hero_morphling,33
00:14:00.483,hero_morphling,39
00:14:01.382,hero_lone_druid,33
00:14:02.749,hero_morphling,55
00:14:03.215,hero_lone_druid,33
00:14:07.148,hero_morphling,34
00:14:08.114,hero_abaddon,30
00:14:10.480,hero_abaddon,17
00:14:10.980,hero_morphling,39
00:14:11.680,hero_lone_druid,35
00:14:14.213,hero_monkey_king,38
00:14:16.179,hero_lone_druid,57
00:14:16.545,hero_monkey_king,7
00:14:18.212,hero_lone_druid,6
00:14:19.178,hero_monkey_king,35
00:14:20.878,hero_morphling,57
00:14:24.910,hero_huskar,19
00:14:25.077,hero_huskar,36
00:14:27.009,hero_huskar,31
00:14:27.076,hero_monkey_king,39
00:14:31.242,hero_monkey_king,62
00:14:31.642,hero_pudge,-58
00:14:31.642,hero_lone_druid,142
00:14:31.642,hero_abaddon,60
00:14:31.642,hero_phoenix,38
00:14:31.642,hero_lone_druid,26
00:14:32.741,hero_morphling,69
00:14:34.141,hero_huskar,65
00:14:36.174,hero_monkey_king,36
00:14:38.173,hero_morphling,43
00:14:39.673,hero_huskar,70
00:14:40.873,hero_monkey_king,33
00:14:41.039,hero_phoenix,37
00:14:42.106,hero_phoenix,63
00:14:42.939,hero_phoenix,34
00:14:44.105,hero_huskar,26
00:14:44.672,hero_huskar,40
00:14:45.238,hero_dazzle,35
00:14:45.305,hero_phoenix,39
00:14:46.005,hero_huskar,14
00:14:46.205,hero_monkey_king,7
00:14:48.104,hero_monkey_king,36
00:14:54.336,hero_dazzle,34
00:14:58.702,hero_pudge,34
00:14:59.468,hero_huskar,12
00:14:59.601,hero_monkey_king,32
00:15:00.168,hero_dazzle,63
00:15:00.201,hero_huskar,26
00:15:01.068,hero_huskar,12
00:15:01.568,hero_huskar,25
00:15:02.867,hero_pudge,37
00:15:03.934,hero_monkey_king,18
00:15:04.534,hero_lone_druid,62
00:15:05.167,hero_morphling,35
00:15:05.900,hero_pudge,36
00:15:06.100,hero_monkey_king,18
00:15:08.299,hero_morphling,34
00:15:10.532,hero_pudge,56
00:15:11.232,hero_phoenix,39
00:15:12.365,hero_morphling,38
00:15:12.365,hero_pudge,55
00:15:12.998,hero_phoenix,54
00:15:13.065,hero_lone_druid,62
00:15:14.498,hero_monkey_king,16
00:15:16.264,hero_pudge,60
00:15:16.264,hero_morphling,60
00:15:16.264,hero_silencer,60
00:15:16.264,hero_huskar,60
00:15:16.264,hero_dazzle,60
00:15:17.664,hero_monkey_king,17
00:15:20.930,hero_phoenix,60
00:15:20.930,hero_monkey_king,60
00:15:20.930,hero_lone_druid,60
00:15:20.930,hero_abaddon,60
00:15:20.930,hero_dark_willow,60
00:15:21.396,hero_phoenix,33
00:15:22.629,hero_phoenix,12
00:15:23.529,hero_pudge,6
00:15:23.629,hero_huskar,60
00:15:23.629,hero_pudge,60
00:15:23.629,hero_morphling,60
00:15:23.629,hero_dazzle,60
00:15:23.629,hero_silencer,60
00:15:23.929,hero_phoenix,39
00:15:24.029,hero_silencer,63
00:15:27.928,hero_pudge,10
00:15:28.128,hero_morphling,62
00:15:28.328,hero_monkey_king,61
00:15:29.328,hero_pudge,39
00:15:31.160,hero_morphling,19
00:15:33.960,hero_silencer,60
00:15:33.960,hero_pudge,60
00:15:33.960,hero_dazzle,60
00:15:33.960,hero_huskar,60
00:15:33.960,hero_morphling,60
00:15:34.393,hero_huskar,34
00:15:35.559,hero_phoenix,37
00:15:37.392,hero_monkey_king,24
00:15:38.725,hero_huskar,57
00:15:40.425,hero_dark_willow,38
00:15:41.091,hero_huskar,34
00:15:41.658,hero_monkey_king,14
00:15:42.224,hero_huskar,37
00:15:42.524,hero_monkey_king,23
00:15:42.624,hero_morphling,71
00:15:42.691,hero_monkey_king,12
00:15:45.257,hero_morphling,16
00:15:45.857,hero_dark_willow,59
00:15:47.956,hero_morphling,16
00:15:53.388,hero_lone_druid,-77
00:15:53.388,hero_huskar,166
00:15:53.388,hero_dazzle,68
00:15:53.388,hero_pudge,52
00:15:53.388,hero_huskar,21
00:15:59.720,hero_pudge,35
00:16:01.186,hero_pudge,37
00:16:02.353,hero_silencer,-39
00:16:02.353,hero_dark_willow,150
00:16:02.353,hero_dark_willow,115
00:16:03.019,hero_monkey_king,39
00:16:03.053,hero_huskar,64
00:16:03.453,hero_pudge,60
00:16:04.819,hero_phoenix,57
00:16:04.985,hero_pudge,38
00:16:05.219,hero_monkey_king,63
00:16:05.252,hero_phoenix,76
00:16:05.819,hero_phoenix,37
00:16:07.951,hero_huskar,71
00:16:12.350,hero_abaddon,20
00:16:12.350,hero_abaddon,21
00:16:13.183,hero_abaddon,20
00:16:14.083,hero_monkey_king,36
00:16:15.216,hero_monkey_king,61
00:16:16.716,hero_monkey_king,38
00:16:16.949,hero_huskar,35
00:16:17.149,hero_huskar,60
00:16:20.182,hero_huskar,33
00:16:21.082,hero_morphling,36
00:16:22.548,hero_huskar,36
00:16:26.147,hero_morphling,37
00:16:26.947,hero_morphling,58
00:16:28.780,hero_pudge,64
00:16:31.712,hero_abaddon,37
00:16:33.612,hero_monkey_king,35
00:16:33.645,hero_huskar,56
00:16:36.011,hero_huskar,14
00:16:36.544,hero_morphling,43
00:16:36.578,hero_monkey_king,54
00:16:37.977,hero_monkey_king,39
00:16:38.644,hero_huskar,12
00:16:39.410,hero_phoenix,57
00:16:40.144,hero_dazzle,7
00:16:40.477,hero_monkey_king,36
00:16:42.443,hero_morphling,64
00:16:42.443,hero_lone_druid,38
00:16:44.143,hero_pudge,38
00:16:45.676,hero_monkey_king,7
00:16:46.775,hero_pudge,58
00:16:49.208,hero_pudge,33
00:16:49.741,hero_morphling,21
00:16:50.141,hero_dazzle,22
00:16:50.974,hero_monkey_king,73
00:16:52.707,hero_morphling,23
00:16:54.007,hero_lone_druid,39
00:16:56.273,hero_monkey_king,35
00:16:57.039,hero_lone_druid,7
00:16:57.606,hero_abaddon,76
00:16:58.706,hero_monkey_king,33
00:16:59.739,hero_monkey_king,7
00:17:00.805,hero_lone_druid,55
00:17:01.838,hero_monkey_king,7
00:17:02.005,hero_monkey_king,50
00:17:02.005,hero_lone_druid,50
00:17:02.005,hero_abaddon,50
00:17:02.005,hero_phoenix,50
00:17:02.005,hero_dark_willow,50
00:17:02.005,hero_morphling,50
00:17:02.005,hero_huskar,50
00:17:02.005,hero_silencer,50
00:17:02.005,hero_pudge,50
00:17:02.005,hero_dazzle,50
00:17:04.571,hero_monkey_king,36
00:17:06.837,hero_phoenix,35
00:17:06.904,hero_monkey_king,55
00:17:07.637,hero_silencer,26
00:17:08.370,hero_phoenix,57
00:17:09.170,hero_phoenix,38
00:17:12.402,hero_morphling,33
00:17:14.335,hero_lone_druid,-83
00:17:14.335,hero_huskar,166
00:17:14.335,hero_huskar,56
00:17:16.035,hero_huskar,61
00:17:17.801,hero_huskar,34
00:17:18.234,hero_abaddon,60
00:17:18.234,hero_phoenix,60
00:17:18.234,hero_monkey_king,60
00:17:18.234,hero_lone_druid,60
00:17:18.234,hero_dark_willow,60
00:17:18.867,hero_huskar,56
00:17:20.067,hero_monkey_king,7
00:17:20.634,hero_huskar,39
00:17:21.700,hero_huskar,38
00:17:22.966,hero_monkey_king,35
00:17:23.033,hero_huskar,39
00:17:24.499,hero_pudge,39
00:17:25.433,hero_monkey_king,38
00:17:26.932,hero_monkey_king,7
00:17:27.599,hero_pudge,55
00:17:29.365,hero_monkey_king,60
00:17:30.465,hero_abaddon,37
00:17:34.097,hero_abaddon,61
00:17:35.164,hero_abaddon,36
00:17:37.796,hero_morphling,51
00:17:38.796,hero_huskar,54
00:17:38.963,hero_monkey_king,-115
00:17:38.963,hero_huskar,182
00:17:38.963,hero_huskar,79
00:17:40.129,hero_morphling,25
00:17:40.229,hero_pudge,38
00:17:41.329,hero_abaddon,33
00:17:41.595,hero_pudge,6
00:17:42.228,hero_huskar,54
00:17:42.628,hero_morphling,23
00:17:43.761,hero_huskar,35
00:17:43.995,hero_silencer,57
00:17:44.261,hero_pudge,36
00:17:45.561,hero_huskar,33
00:17:46.661,hero_abaddon,34
00:17:46.727,hero_pudge,36
00:17:47.527,hero_huskar,37
00:17:50.993,hero_morphling,25
00:17:54.525,hero_morphling,27
00:17:55.692,hero_morphling,10
00:17:55.925,hero_huskar,23
00:17:56.225,hero_dazzle,63
00:17:56.325,hero_phoenix,38
00:17:56.725,hero_huskar,43
00:17:56.958,hero_morphling,9
00:17:56.992,hero_abaddon,38
00:17:57.558,hero_huskar,26
00:17:58.191,hero_morphling,11
00:17:58.891,hero_huskar,11
00:17:59.324,hero_morphling,13
00:17:59.391,hero_phoenix,33
00:17:59.691,hero_huskar,11
00:18:00.324,hero_lone_druid,27
00:18:01.091,hero_abaddon,64
00:18:01.257,hero_phoenix,61
00:18:02.190,hero_abaddon,6
00:18:03.856,hero_pudge,29
00:18:04.090,hero_pudge,31
00:18:04.856,hero_huskar,20
00:18:04.990,hero_lone_druid,25
00:18:05.723,hero_huskar,7
00:18:06.689,hero_lone_druid,9
00:18:07.056,hero_huskar,7
00:18:07.489,hero_huskar,14
00:18:08.289,hero_huskar,7
00:18:09.222,hero_lone_druid,9
00:18:11.555,hero_lone_druid,10
00:18:12.488,hero_abaddon,38
00:18:12.854,hero_lone_druid,8
00:18:16.520,hero_phoenix,38
00:18:16.920,hero_morphling,24
00:18:18.520,hero_huskar,57
00:18:18.686,hero_phoenix,33
00:18:19.853,hero_morphling,23
00:18:20.019,hero_huskar,39
00:18:20.952,hero_huskar,36
00:18:21.152,hero_huskar,37
00:18:22.385,hero_morphling,14
00:18:22.585,hero_phoenix,59
00:18:23.452,hero_lone_druid,62
00:18:23.585,hero_morphling,12
00:18:24.118,hero_phoenix,6
00:18:25.418,hero_silencer,24
00:18:25.418,hero_silencer,21
00:18:27.417,hero_lone_druid,36
00:18:33.249,hero_silencer,29
00:18:33.483,hero_morphling,34
00:18:34.116,hero_lone_druid,36
00:18:34.582,hero_dazzle,36
00:18:34.916,hero_dazzle,61
00:18:37.382,hero_huskar,56
00:18:38.015,hero_lone_druid,33
00:18:38.181,hero_huskar,37
00:18:40.614,hero_lone_druid,28
00:18:45.246,hero_huskar,35
00:18:49.245,hero_lone_druid,8
00:18:49.445,hero_pudge,7
00:18:49.479,hero_morphling,60
00:18:51.978,hero_huskar,-166
00:18:51.978,hero_phoenix,274
00:18:51.978,hero_phoenix,92
00:18:51.978,hero_monkey_king,52
00:18:52.078,hero_morphling,36
00:18:52.445,hero_lone_druid,7
00:18:53.311,hero_morphling,37
00:18:53.911,hero_lone_druid,25
00:18:54.811,hero_lone_druid,16
00:18:55.144,hero_morphling,37
00:18:55.177,hero_monkey_king,38
00:18:56.544,hero_lone_druid,7
00:18:59.210,hero_phoenix,35
00:18:59.276,hero_monkey_king,35
00:19:00.576,hero_monkey_king,56
00:19:06.275,hero_pudge,-88
00:19:06.275,hero_lone_druid,174
00:19:06.275,hero_abaddon,76
00:19:06.275,hero_dark_willow,62
00:19:06.275,hero_lone_druid,47
00:19:13.673,hero_dark_willow,-74
00:19:13.673,hero_morphling,234
00:19:13.673,hero_silencer,50
00:19:13.673,hero_dazzle,41
00:19:13.673,hero_morphling,22
00:19:16.639,hero_monkey_king,36
00:19:18.338,hero_silencer,-47
00:19:18.338,hero_lone_druid,158
00:19:18.338,hero_dark_willow,45
00:19:18.338,hero_abaddon,37
00:19:18.338,hero_lone_druid,20
00:19:18.405,hero_monkey_king,6
00:19:21.138,hero_abaddon,-74
00:19:21.138,hero_morphling,166
00:19:21.138,hero_silencer,33
00:19:21.138,hero_dazzle,27
00:19:21.138,hero_pudge,21
00:19:21.138,hero_morphling,14
00:19:22.137,hero_monkey_king,34
00:19:34.601,hero_huskar,60
00:19:34.601,hero_silencer,60
00:19:34.601,hero_pudge,60
00:19:34.601,hero_dazzle,60
00:19:34.601,hero_morphling,60
00:19:36.167,hero_monkey_king,7
00:19:37.067,hero_monkey_king,57
00:19:39.033,hero_dazzle,300
00:19:40.433,hero_phoenix,12
00:19:40.433,hero_phoenix,13
00:19:48.364,hero_huskar,35
00:19:48.364,hero_huskar,58
00:19:48.364,hero_huskar,63
00:19:48.364,hero_huskar,35
00:19:48.564,hero_silencer,75
00:19:48.664,hero_morphling,39
00:19:49.431,hero_phoenix,17
00:19:50.197,hero_huskar,39
00:19:51.530,hero_morphling,36
00:19:53.396,hero_morphling,35
00:19:54.863,hero_phoenix,19
00:19:55.862,hero_phoenix,67
00:19:56.296,hero_morphling,62
00:20:00.228,hero_monkey_king,23
00:20:00.628,hero_dazzle,11
00:20:00.628,hero_dazzle,8
00:20:01.894,hero_phoenix,29
00:20:02.594,hero_dark_willow,24
00:20:03.094,hero_huskar,39
00:20:03.161,hero_huskar,66
00:20:03.827,hero_lone_druid,68
00:20:04.260,hero_lone_druid,13
00:20:05.194,hero_dazzle,-78
00:20:05.194,hero_monkey_king,166
00:20:05.194,hero_abaddon,120
00:20:05.194,hero_dark_willow,97
00:20:05.194,hero_monkey_king,30
00:20:06.593,hero_monkey_king,44
00:20:06.726,hero_lone_druid,12
00:20:13.858,hero_phoenix,58
00:20:15.291,hero_lone_druid,56
00:20:16.357,hero_phoenix,55
00:20:16.891,hero_lone_druid,19
00:20:17.424,hero_pudge,70
00:20:17.424,hero_silencer,70
00:20:17.424,hero_morphling,70
00:20:17.424,hero_dazzle,70
00:20:17.424,hero_huskar,70
00:20:17.957,hero_monkey_king,19
00:20:20.490,hero_monkey_king,19
00:20:21.889,hero_silencer,70
00:20:21.889,hero_huskar,70
00:20:21.889,hero_morphling,70
00:20:21.889,hero_dazzle,70
00:20:21.889,hero_pudge,70
00:20:22.589,hero_pudge,70
00:20:22.589,hero_morphling,70
00:20:22.589,hero_silencer,70
00:20:22.589,hero_dazzle,70
00:20:22.589,hero_huskar,70
00:20:25.888,hero_morphling,28
00:20:26.022,hero_lone_druid,55
00:20:27.488,hero_lone_druid,16
00:20:27.621,hero_morphling,27
00:20:28.188,hero_lone_druid,18
00:20:28.688,hero_morphling,13
00:20:29.821,hero_morphling,13
00:20:30.921,hero_morphling,13
00:20:31.254,hero_monkey_king,61
00:20:32.187,hero_morphling,8
00:20:32.887,hero_lone_druid,70
00:20:32.887,hero_abaddon,70
00:20:32.887,hero_dark_willow,70
00:20:32.887,hero_phoenix,70
00:20:32.887,hero_monkey_king,70
00:20:34.986,hero_lone_druid,31
00:20:37.519,hero_lone_druid,19
00:20:40.352,hero_lone_druid,20
00:20:41.585,hero_morphling,64
00:20:44.717,hero_morphling,23
00:20:45.984,hero_morphling,12
00:20:45.984,hero_huskar,37
00:20:47.750,hero_pudge,37
00:20:47.950,hero_huskar,56
00:20:49.249,hero_huskar,63
00:20:50.016,hero_pudge,36
00:20:51.649,hero_lone_druid,33
00:20:53.715,hero_lone_druid,62
00:20:53.882,hero_morphling,26
00:20:54.282,hero_pudge,36
00:20:55.415,hero_huskar,70
