time,target,item
00:10:49.896,hero_monkey_king,item_slippers
00:10:50.462,hero_monkey_king,item_tpscroll
00:10:51.129,hero_dark_willow,item_ring_of_regen
00:10:53.362,hero_dark_willow,item_clarity
00:10:53.595,hero_morphling,item_boots
00:10:56.627,hero_pudge,item_recipe_buckler
00:10:56.994,hero_pudge,item_branches
00:11:00.660,hero_pudge,item_buckler
00:11:05.159,hero_morphling,item_gloves
00:11:14.390,hero_huskar,item_blades_of_attack
00:11:29.186,hero_lone_druid,item_quarterstaff
00:11:31.152,hero_dark_willow,item_tranquil_boots
00:11:42.116,hero_huskar,item_phase_boots
00:11:58.879,hero_lone_druid,item_flask
00:12:11.942,hero_morphling,item_clarity
00:12:14.375,hero_abaddon,item_sobi_mask
00:12:14.575,hero_abaddon,item_circlet
00:12:42.135,hero_dazzle,item_boots
00:12:42.568,hero_silencer,item_recipe_urn_of_shadows
00:12:45.767,hero_dazzle,item_clarity
00:12:49.500,hero_dazzle,item_ward_observer
00:12:51.999,hero_monkey_king,item_chainmail
00:12:53.499,hero_dark_willow,item_wind_lace
00:12:54.399,hero_dark_willow,item_ward_observer
00:12:54.665,hero_dark_willow,item_ward_dispenser
00:12:54.665,hero_dark_willow,item_ward_sentry
00:12:59.131,hero_dark_willow,item_clarity
00:12:59.831,hero_dark_willow,item_ward_observer
00:13:11.328,hero_huskar,item_helm_of_iron_will
00:13:12.894,hero_silencer,item_urn_of_shadows
00:13:17.160,hero_morphling,item_flask
00:13:18.326,hero_morphling,item_enchanted_mango
00:13:45.320,hero_pudge,item_blades_of_attack
00:14:02.615,hero_abaddon,item_recipe_urn_of_shadows
00:14:12.280,hero_pudge,item_flask
00:14:17.878,hero_monkey_king,item_blades_of_attack
00:14:22.644,hero_morphling,item_belt_of_strength
00:14:23.777,hero_morphling,item_clarity
00:14:43.139,hero_lone_druid,item_lifesteal
00:14:44.838,hero_morphling,item_power_treads
00:14:46.271,hero_monkey_king,item_phase_boots
00:14:46.571,hero_huskar,item_gloves
00:14:47.071,hero_lone_druid,item_tpscroll
00:14:47.404,hero_pudge,item_phase_boots
00:14:58.302,hero_abaddon,item_urn_of_shadows
00:15:00.834,hero_silencer,item_enchanted_mango
00:15:01.634,hero_silencer,item_clarity
00:15:16.064,hero_pudge,item_tome_of_knowledge
00:15:25.395,hero_lone_druid,item_mask_of_madness
00:15:35.059,hero_huskar,item_blades_of_attack
00:16:17.982,hero_huskar,item_recipe_armlet
00:16:19.549,hero_abaddon,item_ward_observer
00:16:20.382,hero_huskar,item_tpscroll
00:16:23.181,hero_lone_druid,item_branches
00:16:23.348,hero_lone_druid,item_branches
00:16:23.448,hero_lone_druid,item_branches
00:16:25.047,hero_lone_druid,item_flask
00:16:27.613,hero_dazzle,item_ward_observer
00:16:27.613,hero_morphling,item_lifesteal
00:16:27.780,hero_dazzle,item_ward_observer
00:16:28.980,hero_huskar,item_smoke_of_deceit
00:16:44.842,hero_silencer,item_mantle
00:16:45.942,hero_silencer,item_circlet
00:16:48.375,hero_dark_willow,item_void_stone
00:16:49.608,hero_huskar,item_armlet
00:17:09.670,hero_silencer,item_recipe_null_talisman
00:17:30.865,hero_silencer,item_null_talisman
00:17:30.931,hero_monkey_king,item_quarterstaff
00:17:31.065,hero_monkey_king,item_sobi_mask
00:17:31.198,hero_monkey_king,item_oblivion_staff
00:17:31.198,hero_monkey_king,item_robe
00:17:42.628,hero_dazzle,item_arcane_boots
00:17:42.628,hero_dazzle,item_energy_booster
00:17:50.593,hero_huskar,item_ogre_axe
00:18:06.722,hero_phoenix,item_quarterstaff
00:18:06.889,hero_phoenix,item_sobi_mask
00:18:07.056,hero_phoenix,item_oblivion_staff
00:18:07.056,hero_phoenix,item_robe
00:18:07.689,hero_phoenix,item_sobi_mask
00:18:10.188,hero_phoenix,item_smoke_of_deceit
00:18:10.622,hero_abaddon,item_wind_lace
00:18:10.655,hero_phoenix,item_ward_sentry
00:18:15.254,hero_lone_druid,item_blades_of_attack
00:18:22.185,hero_huskar,item_belt_of_strength
00:18:24.785,hero_huskar,item_tpscroll
00:18:24.951,hero_huskar,item_tpscroll
00:19:08.407,hero_lone_druid,item_chainmail
00:19:09.274,hero_phoenix,item_robe
00:19:16.905,hero_pudge,item_tpscroll
00:19:17.239,hero_pudge,item_tpscroll
00:19:31.935,hero_abaddon,item_ward_observer
00:19:32.135,hero_abaddon,item_ward_observer
00:19:49.397,hero_silencer,item_boots
00:19:51.197,hero_silencer,item_tpscroll
00:20:00.328,hero_lone_druid,item_phase_boots
00:20:00.661,hero_phoenix,item_ward_sentry
00:20:00.828,hero_phoenix,item_ward_sentry
00:20:01.761,hero_phoenix,item_enchanted_mango
00:20:01.928,hero_phoenix,item_enchanted_mango
00:20:15.824,hero_morphling,item_tpscroll
00:20:18.424,hero_huskar,item_recipe_sange
00:20:24.322,hero_dazzle,item_ward_observer
00:20:24.489,hero_dazzle,item_ward_observer
00:20:29.754,hero_dazzle,item_chainmail
00:20:29.888,hero_dazzle,item_medallion_of_courage
00:20:29.888,hero_dazzle,item_sobi_mask
00:20:35.220,hero_lone_druid,item_boots
00:20:37.052,hero_huskar,item_sange
00:20:40.152,hero_huskar,item_smoke_of_deceit
00:20:46.383,hero_abaddon,item_tpscroll
00:20:56.948,hero_monkey_king,item_ogre_axe
00:21:18.176,hero_dark_willow,item_staff_of_wizardry
00:21:25.707,hero_monkey_king,item_echo_sabre
00:21:33.605,hero_lone_druid,item_tpscroll
00:21:33.739,hero_lone_druid,item_tpscroll
00:21:41.103,hero_silencer,item_tpscroll
00:21:41.303,hero_silencer,item_tpscroll
00:21:43.503,hero_pudge,item_tpscroll
00:21:45.569,hero_silencer,item_ward_observer
00:21:45.869,hero_silencer,item_ward_dispenser
00:21:45.869,hero_silencer,item_ward_sentry
00:21:46.369,hero_phoenix,item_tpscroll
00:21:46.502,hero_phoenix,item_tpscroll
00:21:46.569,hero_abaddon,item_tpscroll
00:21:46.769,hero_silencer,item_ward_sentry
00:21:49.201,hero_morphling,item_clarity
00:21:58.533,hero_dazzle,item_wind_lace
00:21:59.332,hero_dazzle,item_ward_sentry
00:21:59.466,hero_dazzle,item_ward_sentry
00:22:06.331,hero_dark_willow,item_tpscroll
00:22:06.497,hero_dark_willow,item_tpscroll
00:22:07.164,hero_monkey_king,item_tpscroll
00:22:30.758,hero_silencer,item_gloves
00:22:32.458,hero_abaddon,item_vitality_booster
00:22:44.021,hero_huskar,item_heavens_halberd
00:22:44.021,hero_huskar,item_talisman_of_evasion
00:22:54.052,hero_dazzle,item_ward_dispenser
00:22:56.118,hero_dark_willow,item_recipe_cyclone
00:22:56.652,hero_lone_druid,item_mithril_hammer
00:22:57.685,hero_dark_willow,item_clarity
00:23:02.050,hero_phoenix,item_quarterstaff
00:23:14.114,hero_silencer,item_ward_dispenser
00:23:14.114,hero_silencer,item_ward_sentry
00:23:19.446,hero_abaddon,item_spirit_vessel
00:23:19.446,hero_abaddon,item_recipe_spirit_vessel
00:23:20.146,hero_lone_druid,item_belt_of_strength
00:23:20.513,hero_pudge,item_tpscroll
00:23:22.679,hero_abaddon,item_ward_observer
00:23:24.378,hero_abaddon,item_ward_dispenser
00:23:24.378,hero_abaddon,item_ward_sentry
00:23:24.911,hero_abaddon,item_ward_dispenser
00:23:24.911,hero_abaddon,item_ward_sentry
00:23:25.278,hero_silencer,item_tpscroll
00:23:25.278,hero_dark_willow,item_cyclone
00:23:25.611,hero_monkey_king,item_tome_of_knowledge
00:23:26.644,hero_monkey_king,item_flask
00:23:29.144,hero_abaddon,item_ward_dispenser
00:23:29.144,hero_abaddon,item_ward_sentry
00:23:29.410,hero_abaddon,item_ward_dispenser
00:23:29.410,hero_abaddon,item_ward_sentry
00:23:30.477,hero_phoenix,item_oblivion_staff
00:23:32.110,hero_huskar,item_tpscroll
00:23:32.510,hero_huskar,item_tpscroll
00:23:43.740,hero_dark_willow,item_smoke_of_deceit
00:23:46.240,hero_pudge,item_blink
00:24:12.833,hero_morphling,item_eagle
00:24:13.933,hero_dazzle,item_ward_sentry
00:24:14.699,hero_dazzle,item_ward_dispenser
00:24:14.699,hero_dazzle,item_ward_observer
00:24:18.032,hero_monkey_king,item_javelin
00:24:22.764,hero_monkey_king,item_javelin
00:24:35.927,hero_dazzle,item_ward_dispenser
00:24:39.093,hero_silencer,item_belt_of_strength
00:24:47.825,hero_huskar,item_ogre_axe
00:24:53.756,hero_morphling,item_tpscroll
00:24:57.389,hero_silencer,item_power_treads
00:25:04.254,hero_phoenix,item_recipe_orchid
00:25:09.053,hero_abaddon,item_ward_sentry
00:25:09.386,hero_abaddon,item_ward_sentry
00:25:13.452,hero_dazzle,item_tome_of_knowledge
00:25:17.917,hero_lone_druid,item_recipe_basher
00:25:26.015,hero_morphling,item_clarity
00:25:27.648,hero_silencer,item_tpscroll
00:25:30.447,hero_silencer,item_enchanted_mango
00:25:31.447,hero_phoenix,item_orchid
00:25:42.111,hero_pudge,item_cloak
00:25:44.444,hero_abaddon,item_ward_dispenser
00:25:44.444,hero_abaddon,item_ward_observer
00:25:46.044,hero_lone_druid,item_basher
00:25:46.810,hero_abaddon,item_ward_dispenser
00:25:46.810,hero_abaddon,item_ward_sentry
00:25:46.977,hero_abaddon,item_ward_dispenser
00:25:46.977,hero_abaddon,item_ward_sentry
00:25:47.143,hero_abaddon,item_ward_dispenser
00:25:47.143,hero_abaddon,item_ward_sentry
00:25:47.577,hero_abaddon,item_ward_dispenser
00:25:47.577,hero_abaddon,item_ward_sentry
00:25:47.743,hero_abaddon,item_ward_dispenser
00:25:47.743,hero_abaddon,item_ward_sentry
00:25:53.342,hero_dazzle,item_ward_sentry
00:25:53.442,hero_dazzle,item_ward_sentry
00:26:02.773,hero_abaddon,item_ward_dispenser
00:26:04.539,hero_abaddon,item_magic_stick
00:26:04.572,hero_abaddon,item_recipe_magic_wand
00:26:24.001,hero_monkey_king,item_mithril_hammer
00:26:29.966,hero_monkey_king,item_tpscroll
00:27:02.092,hero_monkey_king,item_maelstrom
00:27:12.023,hero_pudge,item_tpscroll
00:27:19.121,hero_dazzle,item_ward_dispenser
00:27:19.121,hero_dazzle,item_ward_observer
00:27:30.985,hero_morphling,item_tpscroll
00:27:52.279,hero_huskar,item_mithril_hammer
00:27:52.879,hero_huskar,item_tpscroll
00:28:03.277,hero_lone_druid,item_enchanted_mango
00:28:03.443,hero_lone_druid,item_enchanted_mango
00:28:03.577,hero_lone_druid,item_enchanted_mango
00:28:15.707,hero_phoenix,item_ogre_axe
00:28:15.874,hero_phoenix,item_belt_of_strength
00:28:16.040,hero_phoenix,item_sange
00:28:16.040,hero_phoenix,item_recipe_sange
00:28:35.302,hero_abaddon,item_sobi_mask
00:28:35.536,hero_abaddon,item_recipe_ring_of_basilius
00:28:35.836,hero_abaddon,item_ring_of_protection
00:28:43.600,hero_abaddon,item_ward_observer
00:28:43.767,hero_abaddon,item_ward_observer
00:28:44.367,hero_morphling,item_ghost
00:28:45.800,hero_morphling,item_clarity
00:29:10.994,hero_morphling,item_ethereal_blade
00:29:17.892,hero_monkey_king,item_mithril_hammer
00:29:28.289,hero_abaddon,item_magic_wand
00:29:28.289,hero_abaddon,item_ring_of_basilius
00:29:28.289,hero_abaddon,item_ward_dispenser
00:29:31.455,hero_dark_willow,item_tpscroll
00:29:42.186,hero_abaddon,item_tpscroll
00:29:42.419,hero_abaddon,item_tpscroll
00:29:42.819,hero_abaddon,item_tome_of_knowledge
00:29:48.584,hero_silencer,item_tpscroll
00:29:53.483,hero_morphling,item_boots_of_elves
00:30:03.681,hero_silencer,item_staff_of_wizardry
00:30:14.511,hero_huskar,item_recipe_black_king_bar
00:30:15.511,hero_morphling,item_recipe_yasha
00:30:16.911,hero_morphling,item_tpscroll
00:30:30.474,hero_huskar,item_black_king_bar
00:30:36.039,hero_silencer,item_crown
00:30:48.503,hero_dark_willow,item_blink
00:31:14.497,hero_silencer,item_tpscroll
00:31:16.230,hero_pudge,item_ring_of_regen
00:31:17.563,hero_pudge,item_tpscroll
00:31:17.663,hero_monkey_king,item_tpscroll
00:31:17.763,hero_monkey_king,item_tpscroll
00:31:24.794,hero_abaddon,item_ward_dispenser
00:31:24.794,hero_abaddon,item_ward_observer
00:31:26.894,hero_huskar,item_tpscroll
00:31:27.060,hero_huskar,item_tpscroll
00:31:27.227,hero_huskar,item_tpscroll
00:31:27.660,hero_abaddon,item_ward_dispenser
00:31:27.660,hero_abaddon,item_ward_sentry
00:31:27.993,hero_abaddon,item_ward_dispenser
00:31:27.993,hero_abaddon,item_ward_sentry
00:31:29.860,hero_abaddon,item_branches
00:31:32.092,hero_silencer,item_crown
00:31:32.426,hero_morphling,item_yasha
00:31:32.426,hero_morphling,item_blade_of_alacrity
00:31:32.926,hero_dazzle,item_recipe_solar_crest
00:31:33.359,hero_morphling,item_clarity
00:31:34.925,hero_dazzle,item_ward_sentry
00:31:35.058,hero_dazzle,item_ward_sentry
00:31:35.358,hero_dazzle,item_ward_dispenser
00:31:35.358,hero_dazzle,item_ward_observer
00:31:35.492,hero_dazzle,item_ward_dispenser
00:31:35.492,hero_dazzle,item_ward_observer
00:31:36.025,hero_pudge,item_hood_of_defiance
00:31:36.025,hero_pudge,item_ring_of_health
00:31:44.689,hero_dark_willow,item_ward_sentry
00:31:44.823,hero_dark_willow,item_ward_sentry
00:31:45.123,hero_dazzle,item_ultimate_orb
00:31:45.889,hero_phoenix,item_tpscroll
00:31:52.321,hero_dazzle,item_solar_crest
00:31:52.321,hero_dazzle,item_ward_dispenser
00:32:23.980,hero_lone_druid,item_hyperstone
00:32:36.710,hero_phoenix,item_heavens_halberd
00:32:36.710,hero_phoenix,item_talisman_of_evasion
00:32:42.908,hero_abaddon,item_recipe_buckler
00:32:45.941,hero_lone_druid,item_tpscroll
00:32:46.074,hero_lone_druid,item_tpscroll
00:32:52.673,hero_lone_druid,item_platemail
00:32:54.672,hero_monkey_king,item_recipe_black_king_bar
00:32:54.739,hero_morphling,item_clarity
00:32:55.239,hero_morphling,item_recipe_manta
00:32:57.272,hero_pudge,item_chainmail
00:33:00.338,hero_silencer,item_recipe_rod_of_atos
00:33:07.269,hero_silencer,item_rod_of_atos
00:33:08.935,hero_dazzle,item_ring_of_regen
00:33:09.102,hero_dazzle,item_branches
00:33:09.269,hero_dazzle,item_headdress
00:33:09.269,hero_dazzle,item_recipe_headdress
00:33:37.362,hero_monkey_king,item_ogre_axe
00:33:37.795,hero_monkey_king,item_tpscroll
00:33:44.560,hero_lone_druid,item_ring_of_protection
00:33:44.693,hero_lone_druid,item_recipe_buckler
00:33:53.491,hero_dazzle,item_ward_observer
00:33:53.924,hero_dazzle,item_ward_dispenser
00:33:53.924,hero_dazzle,item_ward_sentry
00:33:54.058,hero_dazzle,item_ward_dispenser
00:33:54.058,hero_dazzle,item_ward_sentry
00:33:59.023,hero_dark_willow,item_ogre_axe
00:34:00.756,hero_dazzle,item_ward_dispenser
00:34:09.593,hero_monkey_king,item_black_king_bar
00:34:15.279,hero_lone_druid,item_buckler
00:34:38.926,hero_abaddon,item_lifesteal
00:34:40.298,hero_phoenix,item_ward_sentry
00:34:40.666,hero_phoenix,item_ward_dispenser
00:34:40.666,hero_phoenix,item_ward_observer
00:35:14.548,hero_huskar,item_tome_of_knowledge
00:35:21.839,hero_silencer,item_cloak
00:35:31.204,hero_lone_druid,item_recipe_assault
00:35:38.964,hero_dazzle,item_chainmail
00:35:39.098,hero_dazzle,item_recipe_mekansm
00:35:54.952,hero_lone_druid,item_assault
00:35:55.387,hero_dazzle,item_mekansm
00:35:58.130,hero_lone_druid,item_ring_of_protection
00:35:58.163,hero_lone_druid,item_recipe_buckler
00:35:59.334,hero_monkey_king,item_tome_of_knowledge
00:36:01.207,hero_silencer,item_ward_sentry
00:36:01.809,hero_silencer,item_ward_dispenser
00:36:01.809,hero_silencer,item_ward_observer
00:36:10.806,hero_pudge,item_broadsword
00:36:16.191,hero_lone_druid,item_buckler
00:36:22.312,hero_morphling,item_clarity
00:36:22.479,hero_morphling,item_tpscroll
00:37:07.466,hero_dazzle,item_ward_sentry
00:37:07.566,hero_dazzle,item_ward_sentry
00:37:15.493,hero_dazzle,item_ward_dispenser
00:37:16.664,hero_morphling,item_ultimate_orb
00:37:20.309,hero_abaddon,item_recipe_vladmir
00:37:30.043,hero_monkey_king,item_recipe_mjollnir
00:37:31.113,hero_morphling,item_manta
00:37:40.411,hero_abaddon,item_buckler
00:37:40.411,hero_abaddon,item_vladmir
00:37:45.863,hero_monkey_king,item_hyperstone
00:38:07.336,hero_monkey_king,item_mjollnir
00:38:19.912,hero_silencer,item_ward_dispenser
00:38:19.912,hero_silencer,item_ward_sentry
